soc_code,pct_tasks_automation,pct_tasks_augmentation,diff_extensive,mean_automation,mean_augmentation,diff_intensive,occupation,two_digit_soc_code,total_employment,median_wage,educationcode,degfield_1,degree_share_1,degfield_2,degree_share_2,degfield_3,degree_share_3,related_soc_code_1,relatedness_score_1,related_soc_code_2,relatedness_score_2,related_soc_code_3,relatedness_score_3,ranking
"47-3014",0,0,0,0,0,0,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Construction and Extraction",7220,38140,"No formal education","business",.2298784,"engineering",.1372322,"fine arts",.0775912,"47-3011",3.330475,"47-3012",3.312855,"47-3015",3.147275,100
"47-3015",0,0,0,0,0,0,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Construction and Extraction",43640,39270,"HS diploma or equivalent","business",.2298784,"engineering",.1372322,"fine arts",.0775912,"49-9098",3.413183,"47-3012",3.329148,"47-3013",3.2951,100
"47-3016",0,0,0,0,0,0,"Helpers--Roofers","Construction and Extraction",5170,40590,"No formal education","business",.2298784,"engineering",.1372322,"fine arts",.0775912,"47-2181",3.638955,"47-3014",2.952155,"47-3015",2.795704,100
"47-4011",.0833333,0,.0833333,8.333333,0,8.333333,"Construction and Building Inspectors","Construction and Extraction",137210,72120,"HS diploma or equivalent","engineering",.2201134,"business",.2007176,"social sciences",.0766471,"47-1011",2.24284,"11-9021",2.19865,"17-3022",2.169249,38
"47-4021",0,0,0,0,0,0,"Elevator and Escalator Installers and Repairers","Construction and Extraction",23340,106580,"HS diploma or equivalent","business",.2504092,"engineering",.2209493,"social sciences",.0700491,"49-9071",2.527904,"49-3042",2.446868,"49-9044",2.3563,100
"47-4031",0,0,0,0,0,0,"Fence Erectors","Construction and Extraction",22640,46940,"No formal education","business",.2239891,"education administration and teaching",.1108587,"engineering",.0922308,"47-2031",2.536499,"47-2221",2.520108,"47-2171",2.480682,100
"47-4041",0,0,0,0,0,0,"Hazardous Materials Removal Workers","Construction and Extraction",50570,48490,"HS diploma or equivalent","business",.2212601,"environment and natural resources",.1152583,"physical sciences",.088086,"19-4042",2.497952,"47-4051",2.407562,"51-8031",2.402956,100
"47-4051",0,0,0,0,0,0,"Highway Maintenance Workers","Construction and Extraction",151750,49070,"HS diploma or equivalent","business",.2186437,"environment and natural resources",.1041052,"agriculture",.0807439,"47-2073",2.621001,"47-2071",2.475106,"47-4061",2.408836,100
"47-4061",0,0,0,0,0,0,"Rail-Track Laying and Maintenance Equipment Operators","Construction and Extraction",16480,67370,"HS diploma or equivalent","social sciences",.1859296,"business",.1482412,"engineering",.1080402,"47-2071",2.647153,"47-2073",2.609385,"49-9044",2.563224,100
"47-4071",0,0,0,0,0,0,"Septic Tank Servicers and Sewer Pipe Cleaners","Construction and Extraction",29050,49140,"HS diploma or equivalent",,,,,,,"47-2151",2.89934,"47-3015",2.81318,"51-8031",2.656191,100
"47-5011",0,0,0,0,0,0,"Derrick Operators, Oil and Gas","Construction and Extraction",11040,62740,"No formal education","business",.2765823,"engineering",.1708861,"physical sciences",.0908228,"47-5012",2.685315,"47-5071",2.432178,"47-5081",2.412293,100
"47-5012",0,0,0,0,0,0,"Rotary Drill Operators, Oil and Gas","Construction and Extraction",13090,65010,"No formal education",,,,,,,"47-5023",3.511839,"47-5081",3.114383,"47-5013",2.978585,100
"47-5013",0,.0833333,-.0833333,0,8.333333,-8.333333,"Service Unit Operators, Oil and Gas","Construction and Extraction",44120,57980,"No formal education",,,,,,,"47-5012",2.978585,"47-5071",2.881845,"53-7073",2.683634,100
"47-5041",0,0,0,0,0,0,"Continuous Mining Machine Operators","Construction and Extraction",14340,63380,"No formal education","business",.2305399,"engineering",.1430937,"agriculture",.0771779,"47-5022",2.955089,"47-2073",2.936682,"47-5023",2.809724,100
"47-5051",0,0,0,0,0,0,"Rock Splitters, Quarry","Construction and Extraction",3080,47460,"No formal education",,,,,,,"47-5012",2.389834,"51-4071",2.292882,"51-7041",2.229311,100
"47-5071",0,0,0,0,0,0,"Roustabouts, Oil and Gas","Construction and Extraction",45330,47510,"No formal education",,,,,,,"47-5013",2.881845,"47-5012",2.864604,"53-7073",2.774385,100
"47-5081",0,0,0,0,0,0,"Helpers--Extraction Workers","Construction and Extraction",6720,48400,"HS diploma or equivalent",,,,,,,"49-9098",3.253333,"51-9198",3.243319,"47-5023",3.127674,100
